ano,cod_uf,uf,cod_municipio,municipio,regiao,populacao
"163,787,Jardim S�o Jos�,0.635,4479.589,""POLYGON ((604670.82360013 7799306.33850345,604678.04699084 7799247.53015798,604696.616712368 7799097.84982135,604700.418065145 7799082.84279515,604727.761429215 7799054.428423,604779.116819954 7799010.46712888,604860.808832294 7798936.87170393,604891.318617719 7798908.34735314,604909.154472543 7798885.73183299,604917.416851058 7798869.19510936,604930.67623314 7798815.02584365,604948.34716343 7798743.33005102,604996.16504722 7798550.15833027,604996.709274763 7798541.93995905,604982.24597525 7798467.85464445,604971.963342363 7798400.28803731,604969.621509459 7798397.19864994,604963.156731669 7798391.30981797,604970.866634572 7798367.19459646,604982.377890641 7798330.96177608,604996.709237304 7798269.71391321,605101.34132694 7798299.11807102,605224.271028298 7798212.58520458,605223.586614694 7798177.65212829,605222.283762285 7798163.53492644,605272.897025899 7798141.11936215,605282.223130286 7798169.57372131,605294.822852202 7798195.04867054,605307.290639346 7798216.56440448,605338.806432926 7798258.61606563,605371.550862271 7798288.35016792,605437.42727624 7798336.88054029,605509.826188858 7798388.56028755,605598.659160024 7798452.87752784,605753.286086156 7798564.50538223,605869.709804725 7798648.55870707,605836.478878096 7798692.38002647,605834.994618522 7798695.59938861,605820.152017469 7798689.58058357,605813.011079464 7798703.11790152,605823.722490109 7798709.03672695,605816.095044621 7798722.34409055,605811.5433146 7798727.49307067,605818.107043163 7798734.05176986,605818.62653513 7798740.97039854,605788.784667984 7798778.35299361,605781.693204566 7798786.51137764,605806.447366736 7798810.7465709,605805.235222123 7798818.46504129,605796.115270332 7798828.97295993,605798.762203804 7798851.31853077,605800.460858272 7798860.92662626,605800.914382482 7798863.19617637,605773.09275401 7798870.79467424,605766.009535465 7798871.62451075,605755.091978489 7798872.17440328,605734.304092782 7798875.71370469,605719.106919522 7798877.08343531,605706.012448036 7798878.98306064,605692.926222061 7798878.17322295,605685.29877412 7798873.80408995,605671.651826257 7798862.61630921,605662.119576673 7798848.9890114,605646.097809124 7798811.42645835,605634.924625648 7798783.50199441,605596.820385054 7798874.00406256,605589.225918996 7798857.54732527,605574.754379754 7798828.43309758,605554.337552739 7798786.34144279,605546.347286168 7798785.47161628,605523.860745269 7798774.15386253,605516.249791235 7798785.15168386,605518.129854177 7798786.93133088,605499.048869902 7798807.88718016,605500.648572747 7798810.61663897,605482.35919278 7798824.06397629,605460.293195248 7798834.64188285,605460.14477147 7798850.73869255,605452.632767957 7798860.69671996,605416.548761032 7798885.23186219,605400.823846577 7798855.47776148,605401.368074232 7798848.0992238,605387.168654094 7798853.45816364,605362.348534319 7798897.97934317,605380.167901903 7798908.33728781,605398.803609438 7798896.51962744,605407.024764529 7798923.63425231,605412.755657996 7798928.00338558,605417.917586349 7798941.26075731,605421.537531488 7798940.27095299,605427.919852086 7798958.3773635,605436.495576454 7798956.89765559,605441.566802317 7798986.71174587,605442.960359411 7799000.10909039,605429.841151638 7799012.03672819,605425.841896438 7799019.06533571,605413.563769567 7799032.59265635,605384.48876614 7799041.54088687,605371.905540894 7799051.58889714,605364.66565127 7799058.31756454,605352.206114023 7799065.94605434,605338.732332129 7799071.41497228,605337.53667851 7799073.49456028,605332.622129722 7799081.20303318,605311.883719137 7799083.27262586,605329.241316632 7799091.39101443,605333.776556357 7799096.94991206,605320.335761008 7799124.07453795,605303.134837068 7799128.0237576,605290.543364633 7799128.67363053,605216.87459354 7799138.54168489,605212.776385388 7799129.0235719,605171.25008996 7799140.9912057,605149.827270805 7799144.65048339,605150.297288433 7799158.8376715,605120.752269183 7799166.74610815,605121.890202358 7799170.30540256,605091.767970609 7799176.27422372,605080.570052746 7799172.06505949,605066.659237967 7799171.97507923,605066.428353184 7799172.77492075,605062.42909709 7799173.33481034,605056.607499646 7799174.79452182,605051.48680277 7799176.25423323,605049.318134379 7799179.32362518,605030.501015963 7799181.613174,605020.70490032 7799185.29244612,604980.770062198 7799202.56902748,604978.271558068 7799204.32867908,604942.805991859 7799222.10516074,604904.000839909 7799234.89263166,604908.973115042 7799264.3967834,604894.229465549 7799264.88668833,604776.453437237 7799297.67020697,604667.764378715 7799331.20357574,604670.82360013 7799306.33850345))"""
"127,746,Pedreira Prado Lopes,0.155,2043.397,""POLYGON ((610080.522572774 7799134.41181756,610116.779748659 7799147.48922045,610111.675544961 7799158.59701968,610133.147841085 7799166.415467,610146.423723267 7799172.43427219,610150.076651082 7799165.37567065,610152.789548055 7799161.81637569,610195.148682869 7799182.20232918,610176.521226787 7799232.09244389,610183.381806706 7799233.8820882,610189.764124984 7799235.13183958,610201.902074061 7799238.22122553,610207.377344609 7799239.89089382,610212.13522295 7799242.51037397,610208.845114471 7799251.08867427,610204.606728974 7799261.17667548,610198.141953648 7799272.68439565,610191.916308788 7799282.02254577,610181.625441128 7799294.71003266,610173.189897453 7799300.17894996,610171.887046578 7799297.3295149,610144.906495093 7799279.15312126,610137.130621023 7799274.11412109,610130.336007553 7799267.74538432,610121.207807445 7799261.03671526,610112.607344124 7799253.56819672,610075.830676058 7799232.39239896,610046.302144955 7799214.79589076,610041.296889321 7799207.85726668,609977.770554512 7799167.37529916,609968.535157856 7799160.71662021,609953.189556819 7799149.75879421,609938.973642966 7799141.49043502,609906.649754992 7799120.40461877,609856.654925526 7799090.05064198,609852.193899408 7799088.92086653,609847.477250731 7799087.81108717,609782.524382935 7799087.60113812,609780.462910705 7799087.76110671,609763.237248511 7799087.46116864,609735.052799762 7799086.77130941,609736.141243651 7798993.17985865,609738.26868161 7798983.38180027,609738.680975379 7798978.65273749,609740.033296629 7798947.01900695,609740.066278137 7798932.78182869,609739.868375125 7798921.13413723,609739.299406948 7798908.36666777,609739.183963354 7798900.38824908,609738.351126969 7798889.30044675,609738.35112216 7798855.85707507,609738.09549626 7798832.62168027,609741.393849984 7798819.5542697,609743.480054114 7798779.29224915,609781.386405672 7798777.73255282,609820.100853877 7798772.85351426,609859.854283394 7798763.10544057,609887.651174089 7798755.04703371,609926.101752302 7798739.47011545,610037.25632798 7798682.73134481,610045.238349424 7798688.85013094,610045.23835514 7798728.48227602,610045.040458157 7798758.67629172,610045.238363191 7798784.31121098,610045.502232413 7798789.68014683,610044.793086457 7798793.13946132,610053.913039069 7798788.74033189,610060.056226356 7798788.55036866,610068.417558189 7798791.15985026,610079.516525429 7798795.53898073,610088.141725856 7798799.14826414,610079.77215163 7798820.78397725,610068.401074512 7798847.32871784,610067.634207184 7798849.75823643,610098.861390808 7798863.17557267,610117.68675634 7798869.53430969,610129.725755004 7798874.43333698,610132.364439639 7798875.48312854,610139.150806747 7798878.60250931,610149.334480276 7798882.76168351,610159.394465473 7798886.93085575,610163.855491711 7798888.89046672,610171.35100533 7798892.39977011,610183.505446525 7798897.88868048,610170.196583421 7798910.08626489,610153.630595413 7798930.99212384,610143.25726941 7798947.43886567,610133.667303236 7798966.47509416,610100.024085443 7799031.49221292,610089.931120316 7799052.45805904,610085.725719069 7799067.35510713,610086.105032298 7799083.54189892,610093.806695008 7799099.96864211,610083.631271821 7799126.71334291,610080.522572774 7799134.41181756))"""
"323,1327,Grota,0.01,396.418,""POLYGON ((615136.019417446 7799206.34681466,615112.188795292 7799187.13062681,615098.170781967 7799173.88325449,615097.206009945 7799153.94720586,615106.532107994 7799137.86039278,615114.035864309 7799120.02392675,615138.122104667 7799110.38583334,615161.936230802 7799101.50758936,615167.749582278 7799099.65795509,615175.170885867 7799122.69338846,615186.104936605 7799135.30088806,615234.260935742 7799183.57131383,615182.097448899 7799230.40204008,615170.957251953 7799224.54320296,615136.019417446 7799206.34681466))"""
"58,666,Esplanada,0.824,3625.919,""POLYGON ((614469.075393414 7799015.33477262,614435.943407227 7798987.8002348,614407.544561529 7798961.55544065,614373.348854416 7798925.68255561,614316.938718077 7798861.58526785,614287.871955709 7798837.55003588,614258.904144312 7798815.52440559,614241.051792962 7798804.55658204,614212.809620069 7798784.33059497,614169.724843802 7798742.99879319,614114.94739372 7798680.26123569,614082.442091878 7798631.00100372,614058.957792071 7798578.10149169,614041.319825547 7798511.63466778,614035.580680893 7798472.13249781,614034.846790109 7798427.55133372,614035.597161766 7798399.15696127,614038.71410373 7798371.85237245,614047.322805831 7798331.5603569,614057.473490875 7798302.64608608,614073.14892048 7798266.5532372,614080.933036766 7798246.91712784,614096.443549294 7798215.54334369,614138.588287136 7798209.77448076,614264.049485231 7798188.96858564,614397.970964986 7798165.14328767,614402.770072656 7798166.93293225,614425.421530339 7798170.8621501,614431.663668834 7798174.31146551,614439.472530716 7798207.61486374,614469.264926637 7798200.58625231,614495.725984482 7798200.77621069,614494.266460687 7798191.1681152,614521.543860619 7798185.1992941,614535.141335934 7798214.15355343,614546.899972925 7798209.2845167,614534.729035945 7798177.25086748,614581.829553436 7798173.90152424,614590.10018222 7798187.96873493,614594.610684029 7798191.44804466,614631.453313677 7798175.30123937,614645.207455632 7798169.28243021,614653.065787449 7798166.59296208,614694.509626631 7798173.54157866,614780.291612034 7798187.41881534,614792.627462245 7798189.14847068,614822.906367414 7798194.07748921,614938.835324066 7798214.88334812,614964.570743905 7798216.55301332,615090.485471926 7798235.86916596,615100.990734735 7798237.29888101,615231.836504703 7798258.68462269,615239.332018062 7798260.35429064,615246.002942896 7798264.52346332,615260.804325857 7798345.25745991,615268.712139642 7798386.48928674,615277.139444916 7798430.89048532,615311.62377649 7798588.01933782,615320.380918105 7798637.55951784,615292.534553552 7798654.98606818,615264.160453399 7798680.99091842,615231.234624451 7798719.87321708,615211.263086171 7798752.356782,615191.992448314 7798783.89053505,615167.023900435 7798810.70522428,615141.989384543 7798831.56109451,615123.57631569 7798840.24937531,615090.394860167 7798852.59693308,614973.072355888 7798883.01092285,614853.869788562 7798911.16536071,614734.922844317 7798942.83910101,614683.30358255 7798965.82455315,614626.522395952 7799000.08777088,614589.910652045 7799022.15340307,614548.813142733 7799032.36138606,614527.530503137 7799032.02145662,614505.208880881 7799027.39237744,614469.075393414 7799015.33477262))"""
"39,644,Cidade Jardim,0.511,2876.581,""POLYGON ((609640.983178816 7795474.71722342,609592.596289337 7795384.41512825,609552.644944303 7795294.21301206,609537.084944175 7795241.05355052,609532.64040692 7795219.45783143,609527.602165185 7795194.59276041,609525.021200039 7795181.36538246,609521.211596598 7795162.30915996,609519.17485985 7795147.18215842,609496.383204963 7795023.39669604,609478.555580078 7794933.29455691,609468.272948015 7794873.93632322,609466.533057487 7794818.49731153,609476.931107418 7794706.62948235,609498.461123003 7794703.09018075,609501.965624421 7794693.39210242,609509.081823942 7794674.87577135,609513.740748056 7794652.92012231,609520.246754783 7794655.23966165,609546.889223162 7794663.10809829,609572.418492343 7794641.80231746,609579.460478165 7794618.45694353,609590.905770153 7794605.2495596,609584.548188772 7794598.38092188,609610.242375407 7794574.8355849,609594.270084707 7794548.57079291,609604.602183483 7794547.90092419,609611.998745824 7794547.48100637,609617.045229778 7794546.82113643,609622.80910604 7794545.96130602,609629.908816736 7794548.0308948,609632.324862319 7794548.83073593,609678.609039335 7794564.51762011,609694.713261411 7794570.96633965,609716.441180233 7794580.67441238,609721.429943596 7794584.41367054,609725.981675013 7794589.34269294,609726.575381198 7794604.49968872,609745.277057123 7794602.76003084,609769.115921965 7794601.67024341,609832.873134877 7794597.70102094,609898.279525588 7794593.79178633,609972.220411254 7794589.00272488,609978.693436084 7794602.81998534,609998.986573336 7794634.07378788,610072.663604863 7794728.42507674,610092.231104091 7794761.0486079,610102.035470481 7794791.58255463,610113.183926337 7794888.36337098,610117.785135816 7794912.15865408,610125.676456096 7794943.58242472,610154.240228669 7795034.86432847,610185.624095996 7795131.135243,610223.909775446 7795248.47198128,610246.223161392 7795320.32773623,610200.087414303 7795332.22538478,610177.716318298 7795337.62431794,610044.79259328 7795373.93713991,609930.339658651 7795403.98120168,609816.373230884 7795430.02605598,609731.283905497 7795450.48201386,609640.983178816 7795474.71722342))"""
"438,1447,Vila Nova Gameleira III,0.015,543.56,""POLYGON ((605283.030864089 7795536.79553319,605269.441635379 7795510.13082001,605261.616283706 7795488.14517864,605252.817916054 7795458.31109297,605243.04653317 7795426.05748699,605234.7346727 7795394.28378569,605226.422811758 7795359.08076408,605224.353092613 7795351.74221887,605283.030834536 7795322.66797329,605299.506126166 7795362.2301298,605361.64716516 7795504.77186943,605302.144833362 7795526.85750027,605283.030864089 7795536.79553319))"""
"339,1346,Maravilha,0.004,420.849,""POLYGON ((602878.026595126 7795206.93124039,602902.846723401 7795225.23760871,602885.54685186 7795251.35243507,602887.204275726 7795252.71216535,602885.695278402 7795255.36164043,602883.839953175 7795253.82194585,602868.090308437 7795277.54724561,602886.31372518 7795293.21413797,602884.178040346 7795296.25353585,602850.139016821 7795341.9044924,602847.335415913 7795351.8625191,602867.158534868 7795365.66977982,602861.600806802 7795373.84815962,602844.276192509 7795362.28045467,602827.603003454 7795350.78273577,602863.588048963 7795247.17326635,602878.026595126 7795206.93124039))"""
"146,770,Santa Maria,0.733,3865.091,""POLYGON ((602717.437981092 7795754.20279275,602749.019729531 7795707.09212583,602773.848096001 7795668.18983291,602782.341358175 7795642.42493836,602789.325620987 7795604.20251311,602795.188426469 7795444.0542537,602827.603003454 7795350.78273577,602844.276192509 7795362.28045467,602861.600806802 7795373.84815962,602867.158534868 7795365.66977982,602847.335415913 7795351.8625191,602850.139016821 7795341.9044924,602884.178040346 7795296.25353585,602886.31372518 7795293.21413797,602868.090308437 7795277.54724561,602883.839953175 7795253.82194585,602885.695278402 7795255.36164043,602887.204275726 7795252.71216535,602885.54685186 7795251.35243507,602902.846723401 7795225.23760871,602878.026595126 7795206.93124039,602901.354205538 7795136.58517987,602917.812994435 7795095.90324083,602932.474181821 7795072.15794518,602964.039436019 7795007.12083132,602944.628611799 7794995.36316432,602987.012471052 7794920.92791173,603017.332604538 7794919.0582782,603093.326724578 7794973.10755533,603097.375455302 7794967.47867042,603171.473017454 7794996.12298309,603189.24290863 7794999.41232873,603202.246674922 7794994.89322266,603280.912454136 7794983.39549088,603291.928962656 7794989.73423305,603331.303080763 7794977.00675032,603348.998758831 7794979.51625053,603366.430568562 7794982.83559027,603392.157743609 7794993.62344863,603433.007878655 7795001.67184789,603510.090449913 7795010.29012929,603533.921068933 7795009.53027666,603594.140795305 7795003.83139801,603594.388173668 7795016.29892691,603665.67388428 7795019.74823357,603737.025558032 7794993.98333049,603768.285721488 7794982.02569625,603815.732565335 7794972.58756045,603842.696620919 7794962.70951461,603847.916283816 7795074.19741692,603851.288862236 7795146.41310328,603874.872173529 7795651.91290991,603851.94860223 7795652.32283179,603800.486008553 7795648.11367305,603683.394382626 7795630.02727369,603609.321560375 7795618.41958439,603560.852223998 7795611.25101178,603517.965354946 7795607.67172701,603476.529762957 7795608.52156419,603430.105408807 7795614.32042115,603373.777743617 7795632.07690945,603320.187714718 7795658.36170706,603284.004757078 7795681.9170433,603244.061674846 7795711.27123072,603202.758021114 7795741.99514683,603114.947557174 7795799.56374862,603053.820785628 7795825.09869586,602988.439133641 7795837.86617418,602926.545491072 7795838.64602796,602859.61360877 7795827.80818504,602803.1292664 7795806.5324095,602717.437981092 7795754.20279275))"""
"189,814,Vila Oeste,0.045,1547.548,""POLYGON ((604002.526714742 7795167.56888959,604072.023063722 7795143.583634,604088.646782403 7795191.33416756,604113.277251549 7795182.44592586,604120.26976789 7795200.71230449,604141.981192492 7795192.93384322,604163.915266085 7795258.3208805,604257.044331892 7795227.23702861,604399.656975028 7795178.74661993,604376.782869965 7795112.56973935,604400.349619612 7795105.03123027,604410.920848672 7795100.63210072,604419.150247003 7795108.9504509,604435.015339044 7795121.07804503,604463.315232633 7795140.36421863,604469.903699965 7795155.30125719,604490.023672054 7795177.19691472,604508.007957186 7795186.55505746,604525.184144687 7795192.2039355,604574.453332906 7795203.9715964,604596.098791885 7795207.09097516,604597.310939266 7795219.49851581,604556.815379066 7795223.45773665,604484.99368801 7795237.25501186,604427.124041587 7795254.68156583,604362.294866356 7795282.96596872,604319.919246144 7795306.50130981,604279.695803268 7795332.35619086,604270.171801036 7795328.92687185,604242.366662411 7795321.5583361,604216.44983236 7795314.17980206,604187.935546084 7795298.02300824,604184.125945314 7795297.54310388,604171.534472462 7795294.69367035,604157.499968912 7795290.89442528,604140.628879003 7795283.04598315,604130.412221721 7795276.86720918,604120.937696122 7795282.95600367,604097.898678867 7795257.5610401,604069.301931459 7795224.92751198,604067.158000071 7795223.05788283,604063.587529714 7795219.8885115,604056.982571885 7795214.29962012,604052.867873482 7795215.72933731,604033.869343232 7795200.63233213,604038.618975207 7795200.10243651,604030.381331009 7795191.91406057,604033.918816532 7795185.72528671,604002.526714742 7795167.56888959))"""
"113,731,Nova Gameleira,1.169,9319.155,""MULTIPOLYGON (((605212.248120725 7795301.89210085,605208.826075251 7795290.65432864,605203.936261741 7795280.87626734,605199.046448435 7795272.56791473,605192.680620528 7795260.82024399,605184.385254606 7795249.10256758,605176.56815024 7795237.36489508,605166.788524236 7795225.14731795,605156.514145024 7795213.88955066,605144.788489223 7795201.68197182,605135.000617733 7795192.39381409,605126.466121332 7795182.84570771,605108.687982889 7795169.63832786,605091.305647415 7795158.59051994,605073.164690312 7795148.67248819,605052.93752338 7795139.34433982,605038.037201207 7795133.52549517,605022.823535369 7795128.52648807,605006.026658901 7795123.93739994,604988.990651781 7795120.25813152,604976.720768697 7795118.11855727,604964.376672694 7795116.55886811,604951.72747888 7795115.59906008,604939.045301573 7795115.08916288,604925.934338094 7795114.97918648,604912.831620579 7795115.41910109,604902.837603256 7795116.21894394,604882.923781779 7795119.03838786,604857.163625313 7795123.97741248,604818.762521798 7795134.33536481,604793.290971762 7795141.58393163,604755.104261422 7795152.41179079,604719.292366966 7795162.20985373,604691.454246637 7795168.3286448,604648.122100796 7795173.4676322,604626.649805969 7795173.85755786,604623.23600791 7795173.67759399,604614.280972424 7795173.21768637,604599.809437177 7795172.477835,604583.424855503 7795170.37825338,604575.335638218 7795168.89854777,604561.301134839 7795166.33905699,604548.965284505 7795163.17968486,604527.394038006 7795156.26105909,604514.810810779 7795151.47201001,604497.675852499 7795144.18345695,604485.941951667 7795138.15465347,604493.899233109 7795127.82669938,604498.121126934 7795118.12862097,604503.876755368 7795103.03161242,604506.037176306 7795088.64446366,604504.742568909 7795067.99855587,604485.306999553 7795001.90165898,604470.818963413 7794934.58500317,604521.465211116 7794917.47838678,604526.932236558 7794925.17686019,604541.552200461 7794945.32286524,604561.886566912 7794976.35671152,604572.226913423 7794989.06419147,604582.624980862 7794999.63209547,604588.042528934 7794992.47351357,604596.832644938 7794980.53587841,604600.081524471 7794975.26692227,604600.320654409 7794969.13813697,604597.467575863 7794962.10953044,604593.344630245 7794953.85116782,604582.864101405 7794924.96689414,604563.098697148 7794863.68904217,604556.609178659 7794835.45463915,604593.204431398 7794817.2182486,604682.350728334 7794753.8707919,604698.05089985 7794746.02234532,604720.479716839 7794738.73378684,604742.347813302 7794730.88533941,604742.347811607 7794718.53778671,604747.955014949 7794710.12945248,604749.637174605 7794697.80189558,604753.00149661 7794692.75289583,604763.655183693 7794682.1050048,604781.58999073 7794671.44711475,604802.344892795 7794668.0777797,604830.933390613 7794673.6966621,604846.072843756 7794680.98521542,604876.912469414 7794687.70387954,604901.584169741 7794691.63309737,604903.216855498 7794689.75346969,604903.241593416 7794691.58310705,604891.507696466 7794713.74871541,604893.94023564 7794727.77593487,604903.076683509 7794748.81176429,604890.691359529 7794757.8999647,604883.698845222 7794754.53063347,604869.821017988 7794782.88501552,604843.087848422 7794800.82146416,604813.410895057 7794808.30998401,604812.899651613 7794820.47757245,604854.087870578 7794846.45241856,604849.602113077 7794890.81362674,604846.279021958 7794906.35054776,604847.763282287 7794908.64009377,604871.041428177 7794918.32817039,604873.333784367 7794911.45953145,604899.440270359 7794922.49734016,604911.883311499 7794883.85499739,604919.931296328 7794863.46903679,604902.400535478 7794856.90034112,604890.345044939 7794850.59159318,604880.334534798 7794843.80294007,604870.282795497 7794839.08387678,604872.995688387 7794805.76048114,604911.256608986 7794775.14654359,604915.857815989 7794782.12515979,604943.588742031 7794792.62307528,604942.640465485 7794797.60208856,604960.814405454 7794802.58109922,604970.165243911 7794805.25056883,604985.271712893 7794808.11000002,605008.723021652 7794811.99922594,605010.924671672 7794795.04258646,605013.893187554 7794764.91855666,605020.803235834 7794716.4481626,605020.90218477 7794703.87065546,605021.512379469 7794695.99221689,604995.13377961 7794688.32374042,604995.941876024 7794683.2047549,604988.669001751 7794681.72504918,604987.860905132 7794685.35432997,604941.700416385 7794668.53766939,604940.141943147 7794666.90799261,604928.76261633 7794666.59805561,604922.743116827 7794662.53886097,604914.571439802 7794654.84038794,604904.198110808 7794649.92136433,604893.560913507 7794646.03213664,604867.46267335 7794634.5444171,604806.030796946 7794608.27963126,604765.312590214 7794557.15976887,604845.314195963 7794491.77271768,604852.982872837 7794492.77251846,604859.381682821 7794493.84230555,604934.320323178 7794504.39020463,604971.690692788 7794510.36901448,604987.902110635 7794511.40880617,604957.524248452 7794458.80923566,604959.635195112 7794452.16055315,604965.003268032 7794446.37169977,604976.382593725 7794438.55324783,604984.034778005 7794433.62422371,604994.573023445 7794428.86516551,605035.093321289 7794425.06591296,605047.594088757 7794423.60620055,605061.702804866 7794424.28606386,605076.825765412 7794425.63579426,605083.422471523 7794388.91307185,605055.229776339 7794382.96425479,605046.05210035 7794371.53652105,605044.460644024 7794373.31616854,605003.907354615 7794318.90695811,604982.459793851 7794292.96210338,604955.116421294 7794258.36896356,604909.508402161 7794205.39946847,604906.416194187 7794208.20891205,604893.115573078 7794192.10210628,604887.961891252 7794183.20387064,604891.367443259 7794182.22406437,604888.077332774 7794176.47520426,604908.972415034 7794173.81572849,604930.345758449 7794168.19683923,605007.090244355 7794148.94064529,604969.365293196 7794082.3538481,605030.228197478 7794066.88690531,605020.17645242 7794020.28614305,605021.512286154 7794018.27654117,605017.059503015 7793995.75100639,605056.392392154 7793987.07272104,605083.232760607 7793986.28287389,605147.525956587 7793984.60319794,605230.050813212 7793984.07329159,605280.87022723 7793986.72275946,605304.222586158 7793996.84075083,605315.436996032 7794003.28947113,605325.84330928 7794013.28748807,605430.195044816 7794091.12204669,605499.58420748 7794142.211911,605477.460491771 7794173.82564815,605398.40714696 7794120.6761934,605373.479830409 7794162.48790969,605482.482245694 7794228.38483374,605464.374276786 7794251.90017546,605453.341279589 7794268.05697468,605435.604376183 7794295.19159901,605417.092359122 7794321.6563562,605401.326222962 7794347.26128345,605395.0263657 7794361.04855166,605391.084831812 7794368.53706797,605376.506103336 7794391.78246271,605365.860662862 7794407.53934114,605354.332913022 7794428.75513774,605362.974604908 7794430.58477391,605371.855428275 7794437.49340338,605382.492628747 7794464.32808324,605397.656825207 7794512.48853568,605405.83674631 7794507.05961057,605412.482932047 7794501.51070945,605437.632889811 7794475.62583639,605444.716107299 7794467.44745638,605463.27760031 7794445.40182329,605485.203415864 7794422.25640771,605501.876600766 7794403.59010509,605511.375863448 7794393.45211314,605531.141256413 7794372.63623615,605536.781444085 7794369.89677833,605580.220781703 7794330.6045601,605603.05364455 7794303.94983995,605646.047702545 7794253.01992839,605670.834846997 7794269.13673058,605700.816901554 7794285.67344883,605820.745098915 7794201.32015117,605870.055524194 7794268.25687735,605875.753434298 7794274.24568957,605892.269945126 7794239.94248623,605901.167254587 7794205.88923441,605903.434872205 7794192.59186965,605981.605896881 7794173.34567343,606004.249117439 7794241.48216552,606015.91705669 7794287.32307815,606018.126959451 7794319.83663361,606013.212412685 7794341.82227669,606002.212400158 7794365.91750252,605985.786592504 7794388.66299661,605946.989690317 7794427.42531925,605923.892958287 7794448.7211016,605902.964895842 7794475.69575809,605886.456630327 7794505.88977588,605882.02859114 7794528.8452267,605880.948381765 7794543.82225838,605885.698018953 7794580.87491384,605904.614092542 7794611.8687682,605927.958207949 7794638.84341855,605941.778319337 7794649.50130423,606083.805526691 7794763.13876143,606127.879808355 7794800.04144115,606149.352106555 7794823.95669814,606096.702110892 7794862.75901481,606092.232840377 7794872.13715668,606058.160822277 7794837.03411886,606038.510866596 7794820.69735956,606021.821190185 7794841.2732837,606053.155572913 7794874.70665283,606069.05365075 7794902.80108228,606075.584398376 7794928.4260025,606069.185589412 7794934.72475497,606022.612811143 7794953.63101421,605981.086516187 7794967.25831903,605941.432038161 7794981.85543138,605894.809784192 7794998.17220386,605916.471737801 7795021.83751037,605934.917795922 7795054.21109134,605933.136688851 7795089.82403309,605921.559465228 7795122.16762418,605898.693620046 7795157.72058074,605872.669597891 7795182.49567392,605840.279749182 7795205.35114844,605785.667228986 7795223.13763073,605746.936288747 7795225.03725959,605709.466968376 7795218.67852508,605676.442181636 7795208.52054298,605646.608552522 7795188.20457374,605621.20296517 7795163.4394857,605598.04850349 7795124.08728854,605548.828795307 7795146.38287635,605518.417958503 7795158.83041345,605444.444093489 7795194.63332753,605393.07220845 7795218.19866396,605368.037691029 7795229.04651737,605264.238447442 7795278.28677225,605248.431078815 7795282.15600755,605212.248120725 7795301.89210085),(605441.854862718 7795038.12434803,605484.453120257 7795002.83133725,605513.074601304 7795005.96071305,605520.05886902 7795004.21105886,605525.855728281 7794999.27203698,605572.816060238 7794957.90023041,605618.976541394 7794919.66780171,605646.369380619 7794891.29342175,605655.118267847 7794884.30480568,605660.758452956 7794863.04901782,605661.517074152 7794858.78986189,605639.030534668 7794856.86024745,605632.491545565 7794862.9790356,605624.855851 7794853.01101233,605574.201354153 7794846.40232918,605563.92697549 7794839.1137752,605563.028172004 7794827.63605023,605540.277764715 7794830.33551834,605500.079049541 7794783.66477408,605479.794157095 7794743.26278461,605465.306125744 7794711.17914561,605458.453790022 7794696.79199811,605445.680910898 7794717.64786622,605420.093922141 7794751.71111838,605403.156869361 7794774.56659074,605392.1238721 7794790.32346924,605376.76178438 7794815.13855299,605361.79549879 7794836.02441546,605311.413127466 7794910.40967919,605356.155325896 7794945.78266206,605377.685344661 7794965.07883457,605407.53546703 7794996.20266169,605432.256646132 7795024.9269651,605441.854862718 7795038.12434803)))"""
